GEOID,NAME,NAMEmsa,tpopr,pwhite,pblack,pasian,phisp,povr,ttrips,PM25,mpm,npm
36081018000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",1210,0.052066116,0.357024793,0.168595041,0.146280992,0.194352159,30261,8.006031967,8.195114267,7.997459485
36085000600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2351,0.587834964,0.074011059,0.135261591,0.188855806,0.173706897,46684,8.763056011,8.675721244,8.775870492
36085001700,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",1425,0.359298246,0.212631579,0.094035088,0.280701754,0.335438596,27836,8.835507377,8.736299723,8.830539208
36081127700,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3226,0.750774954,0.097024179,0.125852449,0.026348419,0.021303258,80398,7.975268306,8.103841203,7.982777262
36047012100,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2020,0.515841584,0.035643564,0.091584158,0.344059406,0.116336634,20210,8.737631148,8.654055385,8.731800273
36061022000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",6026,0.215399934,0.539329572,0.058911384,0.175406572,0.189180219,87590,8.469937158,8.505330358,8.466981148
36061022301,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",8037,0.138982207,0.105512007,0.02824437,0.724772925,0.156588954,90190,8.481263934,8.526363094,8.487364071
36061022500,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",10495,0.172939495,0.219818961,0.036779419,0.525488328,0.227619775,137178,8.481905191,8.514493463,8.476867213
36061023200,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",9161,0.058727213,0.564239712,0.017247025,0.350507587,0.290290838,137477,8.407704918,8.483531074,8.406988798
36061023501,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",6776,0.191853601,0.340909091,0.023465171,0.433441558,0.262161763,102058,8.424801913,8.48782925,8.43241184
36061023802,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3149,0.346141632,0.172118133,0.21911718,0.241346459,0.191972077,38014,8.517934973,8.544967928,8.534594775
36061024000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",1862,0.190118153,0.515037594,0.031149302,0.229860365,0.859738372,28286,8.397191803,8.454016745,8.396327205
36061014402,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",6943,0.864179749,0.011954487,0.065821691,0.026069422,0.050122425,75704,8.507675137,8.497214074,8.513548862
36061014900,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4973,0.758495878,0.013472753,0.121254776,0.099537503,0.08834303,68971,8.646273224,8.558973186,8.636781148
36047042400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3641,0.502334523,0,0.223015655,0.251029937,0.204064817,59863,8.54818224,8.545214143,8.548362534
36047042500,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3104,0.308956186,0.075064433,0.038337629,0.555412371,0.150662787,34046,8.539645902,8.534780304,8.536533552
36047042900,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5326,0.243522343,0.027037176,0.054825385,0.648892227,0.308862186,76536,8.496088525,8.52365584,8.497562412
36047043000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3492,0.414375716,0,0.460767468,0.112542955,0.27233677,65557,8.577093443,8.575599129,8.589104372
36047043700,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5795,0.18446937,0.16013805,0.012251941,0.600862813,0.250691085,63927,8.43914235,8.50526439,8.44013993
36047054200,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4480,0.806026786,0.018526786,0.029464286,0.145982143,0.235267857,64756,8.527488798,8.510611681,8.519986963
36047102000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2325,0.090752688,0.833978495,0,0.057634409,0.091943958,34574,8.28637459,8.415146114,8.293398315
36047102600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2868,0.026847978,0.897140865,0.014295676,0.045327755,0.042278127,53038,8.316010383,8.428020434,8.328488661
36047103400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4145,0.022195416,0.699396864,0,0.254282268,0.34933655,70601,8.249575956,8.420891775,8.260213046
36047107000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",1968,0.020325203,0.676321138,0.047256098,0.25254065,0.120934959,50726,8.228995082,8.412761078,8.214615061
36047110400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4530,0.01214128,0.80419426,4.42E-04,0.180794702,0.232843137,87604,8.325791803,8.447475721,8.319636885
36061011800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",8767,0.836660203,2.28E-04,0.095357591,0.062164937,0.084600434,126878,8.589955191,8.510286114,8.581188342
36061012400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",10052,0.71597692,0.010047752,0.096796657,0.152606446,0.047788724,107037,8.55785929,8.527109233,8.560632826
36047048000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3883,0.567087304,0.032191604,0.119752768,0.280968323,0.33608035,32422,8.60634071,8.575704939,8.613001002
36047048200,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5314,0.435829883,0.060406473,0.404591645,0.07056831,0.206156185,75608,8.603997541,8.566024671,8.607669048
36047050801,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4088,0.107387476,0.601027397,0.014677104,0.272504892,0.270303327,70662,8.637195082,8.561238903,8.625847678
36047050900,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5024,0.880772293,0.054339172,0,0.055732484,0.599522293,7411,8.615607924,8.58309464,8.616708587
36061015002,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4999,0.865573115,0.01020204,0.041208242,0.072214443,0.038407682,74916,8.538346721,8.461712054,8.538497632
36047051300,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5406,0.4681835,0.029596744,0.059748428,0.381613023,0.155937847,61681,8.613369945,8.565969194,8.618300546
36047051500,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2289,0.620795107,0.071647007,0.081258191,0.203145478,0.047182176,19387,8.593761749,8.579205101,8.598866439
36047051900,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5217,0.682576193,0.047920261,0.093156987,0.141652291,0.056737589,43243,8.620687705,8.610204902,8.621564871
36061012600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",13330,0.787846962,0.00660165,0.122580645,0.05243811,0.030759997,163562,8.569485519,8.499296718,8.57085363
36061012900,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",7122,0.608817748,0.037349059,0.187587756,0.142656557,0.160488627,168813,8.709155464,8.613890296,8.710050351
36061013400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",12076,0.841421,0.05233521,0.095395826,2.48E-04,0.085210335,113746,8.554192077,8.514926817,8.551545394
36061013600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",15959,0.848988032,0.011529544,0.057522401,0.081960023,0.044363682,176678,8.521284426,8.502092162,8.523818818
36047039000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2261,0.90446705,0,0.034055728,0.038478549,0.1827051,39059,8.482418306,8.484272332,8.478132889
36047039500,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4076,0.240431796,0.327281649,0.099116781,0.327772326,0.324064712,52644,8.518815574,8.543505204,8.507520648
36047043900,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3706,0.091743119,0.199676201,0.048300054,0.609012412,0.331333515,69437,8.442810109,8.497675288,8.443170219
36047039700,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3417,0.187591454,0.465320457,0.017559263,0.311384255,0.32104185,48058,8.49415929,8.529536343,8.50557943
36047040000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3325,0.408421053,0.007518797,0.44,0.14406015,0.134168704,53073,8.522334973,8.5387974,8.528713427
36047040100,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3169,0.165351846,0.428210792,0.034395708,0.351530451,0.302542646,48747,8.45987459,8.531290183,8.468192213
36047040600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3816,0.294811321,0.006289308,0.496855346,0.187106918,0.21802935,45924,8.541165574,8.576415075,8.551002095
36047040800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3548,0.259301015,0.005636979,0.489289741,0.232243517,0.130496054,55792,8.536887432,8.559436187,8.548437614
36047116600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2904,0.036501377,0.540289256,0,0.378787879,0.13946281,54138,8.309160383,8.422194246,8.309862724
36061016500,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",6323,0.819073225,0.032895777,0.071959513,0.057725763,0.059939902,65296,8.60714918,8.530011391,8.607872587
36061016800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4941,0.166363084,0.319975713,0.071645416,0.427443837,0.481345846,79896,8.483885246,8.4671942,8.499277869
36061017000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",7677,0.099908819,0.169336981,0.16777387,0.546828188,0.199686151,102622,8.459318033,8.501125402,8.465451913
36061017500,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",10756,0.789977687,0.042023057,0.060152473,0.103384158,0.034499609,87231,8.597989071,8.542565191,8.599495993
36061017800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3684,0.180510315,0.212269273,0.050217155,0.535016287,0.251837735,48751,8.413660109,8.516079922,8.417288843
36061018100,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",9554,0.627171865,0.112204312,0.059242202,0.166736445,0.065940967,86276,8.558544262,8.532189522,8.567973005
36061018600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",7380,0.052303523,0.490514905,0.043766938,0.383604336,0.379777182,86985,8.471902732,8.482331761,8.480659094
36061018800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5804,0.1643694,0.199689869,0.020675396,0.58149552,0.292796683,68886,8.423622131,8.501395715,8.41344408
36061019100,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",9492,0.600821745,0.12357775,0.072692794,0.170353982,0.174542764,85067,8.546215027,8.549662055,8.552802404
36081130100,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3932,0.304933876,0.162512716,0.191759919,0.296032553,0.039674466,76442,7.934285792,8.039568591,7.935524408
36081134100,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3581,0.233454342,0,0.647305222,0.098296565,0.101089081,76212,7.996279235,8.127790627,8.003819604
36081136700,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5985,0.295238095,0.004678363,0.526148705,0.162740184,0.144193818,113897,7.995936066,8.111365195,7.985107684
36081138502,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",40,0.625,0,0,0.375,0.575,3546,7.970065574,8.143244321,7.984730974
36047116800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2012,0.014413519,0.338469185,0.013916501,0.628727634,0.254970179,30295,8.308724317,8.399341328,8.314158834
36047117601,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3231,0.051996286,0.204580625,0.02909316,0.711853915,0.166202414,44728,8.291503279,8.367481688,8.284626298
36047117800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",1928,0.015041494,0.154564315,0.201763485,0.595435685,0.208046585,35359,8.268007104,8.397509217,8.273761241
36047118202,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3152,0.020621827,0.182106599,0.050126904,0.713515228,0.143401015,51045,8.245849454,8.352906085,8.249988752
36047118600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2727,0.034836817,0.31976531,0.114411441,0.511917858,0.193014706,47118,8.241084973,8.334653753,8.227632309
36047119600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4867,0.026299569,0.520649271,0.165605096,0.266899527,0.228088266,227906,8.258876503,8.419755284,8.258161703
36047120000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2775,0.024504505,0.598558559,0.183063063,0.171531532,0.315272727,41633,8.236524044,8.402792723,8.24070444
36047121000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4110,0,0.527737226,0.002676399,0.46107056,0.477128954,68392,8.260145902,8.390537824,8.253976548
36047123700,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",6325,0.865612648,0.032411067,0.007747036,0.086166008,0.523320158,19478,8.63535929,8.569600237,8.643668033
36047152200,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3737,0.418785122,0.149317634,0.192132727,0.154134332,0.140322581,34796,8.628614481,8.598428144,8.61978872
36061015100,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",9253,0.308548579,0.153787961,0.180049714,0.320544688,0.19723333,159373,8.672360109,8.564403372,8.667597268
36061015601,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5324,0.626784373,0.046957175,0.194027047,0.116453794,0.059785674,61717,8.493904645,8.522779998,8.496124772
36061015802,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4519,0.539942465,0.083646825,0.199380394,0.129453419,0.091436865,35499,8.495904372,8.532982865,8.500179586
36061015900,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",9342,0.800470991,0.032434168,0.078569899,0.061335902,0.070327553,95062,8.638072951,8.561655681,8.643457969
36061016300,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",6822,0.864995602,0.004104368,0.081061272,0.049838757,0.053296139,74003,8.629917486,8.561790308,8.643251947
36081009500,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2386,0.630762783,0.044844929,0.135373009,0.163034367,0.138163437,38708,8.441819126,8.439943713,8.439224636
36081010000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3895,0.1042362,0.183311938,0.262644416,0.301155327,0.115800309,48720,8.078797541,8.205365004,8.080559071
36081010300,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4018,0.553509209,0.032603285,0.147336984,0.254853161,0.12792434,52788,8.402228142,8.454721827,8.404487637
36081010500,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4358,0.449977054,0.029600734,0.120468105,0.378155117,0.200091785,69095,8.401865574,8.428255104,8.384820128
36081008300,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2594,0.336545875,0.080956052,0.158057055,0.367771781,0.144949884,53115,8.465274317,8.461717239,8.470289709
36081008800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3845,0.348244473,0.028348505,0.089206762,0.53420026,0.108712614,53619,8.120638525,8.227265798,8.1114
36081009100,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2501,0.450219912,0.038384646,0.130747701,0.380647741,0.120751699,42333,8.464625137,8.443325983,8.461799688
36085001800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",603,0.620232172,0.089552239,0.029850746,0.152570481,0,7389,8.715477049,8.700690975,8.745010219
36085002900,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4674,0.078519469,0.454428755,0.031022679,0.43025246,0.468139884,105963,8.796105738,8.72839819,8.803755191
36085004000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",12897,0.078080174,0.411956269,0.126928743,0.364813523,0.286208796,255233,8.78406612,8.705209991,8.781807104
36085005900,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3058,0.764551995,0.012426422,0.070634402,0.148136037,0.150163934,58887,8.832547814,8.715497235,8.829977288
36085007000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",9011,0.627899234,0.065919432,0.109754744,0.174564421,0.16205352,151698,8.705331694,8.670146358,8.730050625
36085008100,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4802,0.251145356,0.362765514,0.038109121,0.268013328,0.268717485,53492,8.862034426,8.7416187,8.860929945
36085009601,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4222,0.728327807,0.023211748,0.076977736,0.129796305,0.104511853,71322,8.75464071,8.66434139,8.74988235
36085011402,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3496,0.825228833,0.013157895,0.060640732,0.089816934,0.076659039,68900,8.738975137,8.676542026,8.72477388
36085012200,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3823,0.884383992,2.62E-04,0.050745488,0.064608946,0.039508111,87767,8.727867486,8.671283838,8.715375246
36081015400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2293,0.032708242,0.119930222,0.358482338,0.184038378,0.139850943,45246,8.052693989,8.205917418,8.056805847
36081015801,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3507,0.007413744,0.260906758,0.294838894,0.118049615,0.118458884,76735,8.02485847,8.183613634,8.026269809
36081016100,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2281,0.396317405,0.010960105,0.195089873,0.378781236,0.139850943,31758,8.441340984,8.468396079,8.450585109
36081016900,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5856,0.379269126,0.021857923,0.239924863,0.321038251,0.065526091,67674,8.443222678,8.45553689,8.444023679
36047112000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3068,0.023142112,0.580182529,0,0.396675359,0.348761408,53885,8.295635246,8.417157229,8.307142467
36047112400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3316,0.006332931,0.787394451,0,0.194813028,0.24668275,77451,8.33121694,8.446795635,8.334681694
36047113400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3219,0.009319664,0.629077353,0.012736875,0.329916123,0.442798613,77491,8.38774918,8.43197202,8.392574772
36047114202,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3013,0.029538666,0.31496847,0,0.638566213,0.141719217,40137,8.356556557,8.409990646,8.341598907
36047114400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2394,0.041353383,0.521720969,0.003341688,0.425229741,0.337154989,65796,8.389353005,8.445724637,8.391992562
36047115800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2838,0.017618041,0.650105708,3.52E-04,0.280831572,0.232722144,75464,8.360408197,8.432514325,8.358673087
36081056600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",1528,0.054973822,0.269633508,0.285994764,0.267670157,0.078534031,31167,7.905420219,8.069582461,7.902306448
36081056700,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5143,0.309158079,0.022943807,0.063581567,0.59148357,0.045206547,80271,8.345122678,8.367797872,8.352144991
36081058100,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3027,0.546745953,0.022464486,0.022134126,0.39213743,0.116947473,36075,8.361439344,8.429927317,8.363495863
36081058300,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3548,0.532976325,0.037204059,0.064261556,0.343573844,0.050169109,56544,8.375829235,8.427829456,8.387069809
36081122701,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",12144,0.276515152,0.099720026,0.290513834,0.313405797,0.068455822,183669,8.008096175,8.162126841,8.011711202
36081002000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",1873,0.107314469,0.00373732,0.343833422,0.545114789,0.1065662,38848,8.160306011,8.307224976,8.165261803
36081002800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3382,0.175044352,0.041099941,0.207273802,0.507096393,0.190320665,56973,8.148817486,8.251456332,8.139311646
36081077908,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3797,0.306821175,0.204635238,0.189886753,0.229391625,0.252115059,58215,8.019947268,8.197917191,8.021678087
36081079000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2864,0.003142458,0.596368715,0.133030726,0.13198324,0.155033322,71661,7.96384071,8.150749439,7.977722769
36081080302,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3440,0.170639535,0.0125,0.654069767,0.162790698,0.109302326,58232,8.05981776,8.199496754,8.053337041
36047085000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",1525,0.005901639,0.96852459,0,0.020327869,0.103606557,32933,8.511223224,8.498165188,8.51687374
36047085600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3338,0.03055722,0.834331935,0.019472738,0.083582984,0.144997004,58830,8.567416393,8.557342246,8.571587354
36047086000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3485,0.003156385,0.853371593,0.003156385,0.117934003,0.136494253,65528,8.523977869,8.51824143,8.532435792
36047087000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3205,0.048361934,0.872698908,0,0.068954758,0.266146646,53022,8.546679781,8.516703197,8.546890164
36047087200,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3045,0.045648604,0.862068966,0.02134647,0.067323481,0.196059113,46842,8.560333333,8.52669412,8.553980273
36047088200,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",6365,0.012254517,0.870699136,0,0.117046347,0.148939513,106230,8.526915574,8.509924604,8.529746838
36047089200,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3042,0.013806706,0.858645628,0,0.10190664,0.41913215,72803,8.512424044,8.520407105,8.502989969
36047089600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3175,0.01007874,0.816062992,0.036535433,0.125984252,0.259527559,69691,8.449141803,8.489125482,8.451006557
36047090000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4269,0.001873975,0.74865308,0.001873975,0.204263294,0.405828003,91387,8.499419672,8.491308315,8.500571936
36047090800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",6939,0.015131863,0.645626171,0.022769852,0.303646059,0.700098007,81290,8.418346448,8.461916926,8.418738479
36047091600,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3787,0.006865593,0.771851069,0,0.199366253,0.408502773,86884,8.435597814,8.478418996,8.437842008
36047092400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2608,0.001917178,0.807131902,0,0.189417178,0.161840539,63800,8.461061475,8.488854311,8.450935168
36047093200,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",1140,0.020175439,0.95,0,0.029824561,0.094736842,21240,8.481795628,8.516101868,8.481745238
36047093800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2390,0.005439331,0.951464435,0.00460251,0.038493724,0.139748954,43945,8.492667486,8.514489889,8.494020401
36047095000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2870,0.081184669,0.871080139,0,0.034494774,0.082578397,61453,8.423312022,8.467304919,8.414042228
36047095800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3670,0.049591281,0.863215259,0.049046322,0.035422343,0.119912592,62247,8.403036339,8.44726175,8.398218898
36081124700,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3490,0.54756447,0.004011461,0.416905444,0.031518625,0.138395415,72634,7.997318579,8.121612426,7.9954398
36081141700,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5083,0.260279363,0.03501869,0.51190242,0.149518001,0.046429274,94919,8.016273224,8.134962228,8.01735592
36081143500,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2303,0.34867564,0,0.564915328,0.062527139,0.083369518,39461,8.010928962,8.100095256,8.012902095
36081003200,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",1788,0.124720358,0.043064877,0.310402685,0.496085011,0.244966443,33241,8.148716393,8.253799871,8.163132309
36081003400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2606,0.128165771,0.022640061,0.217958557,0.598234843,0.223461538,36505,8.195154372,8.277511397,8.201981387
36081004002,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",1666,0.051020408,0.06062425,0.360144058,0.421968788,0.19119421,29126,8.137393989,8.235076382,8.125500501
36081004401,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3865,0.07839586,0.048641656,0.580853816,0.246054334,0.215782665,54407,8.206222678,8.296012053,8.193786612
36081004700,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3743,0.261554902,0.183809778,0.127437884,0.394336094,0.168848517,58261,8.497781148,8.460844258,8.502654426
36061004800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",6249,0.706673068,0.045607297,0.139862378,0.077132341,0.102995888,69972,8.715345082,8.624218474,8.716029007
36061005200,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3448,0.732018561,0.025522042,0.179234339,0.033062645,0.106263982,50687,8.734276776,8.608093005,8.727738759
36061005501,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4597,0.658255384,0.0458995,0.195779856,0.021100718,0.076941866,35825,8.77049071,8.636124494,8.761809791
36061005900,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5475,0.810228311,0.023378995,0.098082192,0.055707763,0.026225279,45181,8.747072404,8.623267299,8.756539399
36081005400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",6029,0.161220766,0.047769116,0.281804611,0.41416487,0.128376125,111180,8.160946721,8.247985147,8.16039737
36081005700,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4445,0.335433071,0.030821147,0.269741282,0.337907762,0.187908865,47563,8.479692623,8.486066669,8.47854877
36081005800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",6182,0.270624393,0.09398253,0.128437399,0.455354254,0.127466839,102783,8.15202623,8.250705313,8.164387568
36081006300,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",5185,0.519189971,0.017550627,0.172034716,0.262873674,0.166441659,66841,8.458408743,8.493829658,8.457359485
36081007100,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3288,0.597323601,0.018552311,0.157846715,0.164537713,0.097323601,49214,8.458824044,8.466045534,8.457737041
36081007300,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3973,0.529071231,0.025924994,0.235086836,0.182230053,0.10244148,52801,8.461593989,8.473664197,8.47020214
36081001800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2899,0.132459469,0.026215937,0.227664712,0.56019317,0.076253482,60327,8.174085792,8.281434699,8.174214435
36081000400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4583,0.043857735,0.031420467,0.231507746,0.669866899,0.120516185,77032,8.229493443,8.311438294,8.232578245
36081001400,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4152,0.199903661,0.029865125,0.177745665,0.590317919,0.042681456,55402,8.182658743,8.295625961,8.182615608
36047044200,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2950,0.881355932,0,0.008135593,0.004745763,0.111864407,27631,8.530570492,8.447171519,8.538561475
36047044500,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",4796,0.216638866,0.069224354,0.09028357,0.587989992,0.224353628,48741,8.482687432,8.517701484,8.480555301
36047044900,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",3237,0.163422922,0.206981773,0.021933889,0.600247142,0.511855833,58509,8.518107924,8.508379326,8.52236924
36047045000,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",537,0.938547486,0,0.026070764,0.03538175,0.450651769,7472,8.581161475,8.531218731,8.580453757
36047045800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",1508,0.851458886,0.023872679,0,0.111405836,0.103448276,15764,8.580564208,8.511633546,8.577903552
36047046201,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2399,0.829095456,0.005835765,0.133388912,0.027928303,0.160066694,30434,8.600169126,8.522666046,8.600338212
36047046800,"New York city, New York","New York-Newark-Jersey City, NY-NJ-PA",2220,0.955855856,0.003603604,0.022522523,0.018018018,0.260810811,10452,8.602335246,8.573237185,8.607459953
